"","permno","permco","namedt","nameenddt","cusip","ncusip","ticker","comnam","hexcd","exchcd","siccd","shrcd","shrcls","st_date","end_date","namedum"
"4904",13105,53929,2011-11-01,2018-06-29,"00404A10","00404A10","ACHC","ACADIA HEALTHCARE CO INC",3,3,9999,11,NA,2011-11-30,2018-06-29,2
"44188",90177,45190,2004-05-27,2018-06-29,"00422510","00422510","ACAD","ACADIA PHARMACEUTICALS",3,3,2834,11,NA,2004-05-28,2018-06-29,2
"37671",83717,31683,1996-07-16,2003-02-28,"00428010","00428010","ANA","ACADIANA BANCSHARES INC LA NEW",2,2,6217,11,NA,1996-07-31,2003-02-28,2
"1189",10605,43,1987-07-01,1999-12-15,"00429910","00429910","ACLE","ACCEL INTERNATIONAL CORP",3,3,6610,11,NA,1975-12-31,1999-12-31,2
"38444",84288,15245,1996-12-18,1999-03-16,"00430510","00430510","ACLR","ACCENT COLOR SCIENCES INC",3,3,3570,11,NA,1996-12-31,1999-03-31,2
"22873",58077,3355,1992-12-23,2002-11-18,"00430810","00430810","AIF","ACCEPTANCE INSURANCE COS INC",1,1,6719,11,NA,1972-12-29,2002-11-29,2
"38292",84184,15158,2012-12-26,2018-06-29,"00430H10","00430H10","AXDX","ACCELERATE DIAGNOSTICS INC",3,3,7372,11,NA,1996-11-29,2018-06-29,2
"44912",90945,47874,2005-10-28,2008-11-03,"00430L10","00430L10","ABPI","ACCENTIA BIOPHARMACEUTICALS INC",3,3,2834,11,NA,2005-10-31,2008-11-28,2
"38849",84718,15432,1997-04-11,1998-06-26,"00430P10","00430P10","ACCL","ACCELGRAPHICS INC",3,3,3670,11,NA,1997-04-30,1998-06-30,2
"36698",82734,14188,2004-05-14,2014-04-29,"00430U10","00430U10","ACCL","ACCELRYS INC",3,3,8731,11,NA,1995-12-29,2014-04-30,2
"35270",81197,13525,1995-01-25,1996-01-03,"00431530","00431530","AHNT","ACCESS HEALTHNET INC",3,3,5040,11,NA,1995-01-31,1996-01-31,2
"38117",84053,15041,1996-10-16,1998-08-12,"00431710","00431710","ASIC","ACCESS SOLUTIONS INTL INC",3,3,3570,11,NA,1996-10-31,1998-08-31,2
"39952",85807,15969,1998-11-02,2001-07-16,"00431910","00431910","AWWC","ACCESS WORLDWIDE COMM INC",3,3,7380,11,NA,1998-02-27,2001-07-31,2
"1274",10650,8552,1996-10-21,2006-01-03,"00431F10","00431F10","AABC","ACCESS ANYTIME BANCORP",3,3,6020,11,NA,1986-09-30,2006-01-31,2
"31014",77352,11356,1995-03-29,1998-12-10,"00431L10","00431L10","ACCS","ACCESS HEALTH INC",3,3,8740,11,NA,1992-02-28,1998-12-31,2
"38286",84183,15151,1996-11-19,1997-12-30,"00431W10","00431W10","ACCB","ACCESS BEYOND INC",3,3,3660,11,NA,1996-11-29,1997-12-31,2
"226",10114,9831,1989-07-26,2004-08-27,"00432520","00432520","AKLM","ACCLAIM ENTERTAINMENT INC",3,3,7810,11,NA,1988-06-30,2004-08-31,2
"36170",82247,13995,1995-09-27,1998-07-20,"00433410","00433410","ACMM","ACCOM INC",3,3,3660,11,NA,1995-09-29,1998-07-31,2
"44269",90274,45415,2004-07-19,2018-06-29,"00433710","00433710","ANCX","ACCESS NATIONAL CORP",3,3,6712,11,NA,2004-07-30,2018-06-29,2
"42081",87625,17964,2007-02-06,2009-04-01,"00433N10","00433N10","AUSA","ACCESS PLANS USA INC",3,3,7372,11,NA,2000-02-29,2009-04-30,2
"5758",14176,54568,2013-09-19,2018-06-29,"00434H10","00434H10","XLRN","ACCELERON PHARMA INC",3,3,9999,11,NA,2013-09-30,2018-06-29,2
"43748",89684,43909,2003-02-14,2007-10-12,"00437P10","00437P10","LEND","ACCREDITED HOME LENDERS HLDG CO",3,3,6162,11,NA,2003-02-28,2007-10-31,2
"41017",86813,16479,1999-04-16,2005-08-18,"00437V10","00437V10","ACDO","ACCREDO HEALTH INC",3,3,8090,11,NA,1999-04-30,2005-08-31,2
"41328",87050,16688,1999-07-30,2002-09-26,"00437W10","00437W10","ACRU","ACCRUE SOFTWARE INC",3,3,7370,11,NA,1999-07-30,2002-09-30,2
"4181",12208,10007,1990-08-20,1993-02-26,"00438010","00438010","ACCU","ACCUHEALTH INC",3,3,5910,10,NA,1988-11-30,1993-02-26,2
"32564",79027,11747,1998-05-21,2000-11-29,"00438330","00438330","ACMI","ACCUMED INTERNATIONAL INC",3,3,2830,11,NA,1993-03-31,2000-11-30,2
"45583",91814,51803,2007-02-08,2018-06-29,"00439710","00439710","ARAY","ACCURAY INC DE",3,3,3841,11,NA,2007-02-28,2018-06-29,2
"44629",90643,46538,2010-12-22,2016-11-17,"00439T20","00439T20","ACW","ACCURIDE CORP NEW",1,1,3714,11,NA,2005-04-29,2016-11-30,2
"31983",78112,11825,1992-12-02,2006-10-05,"00440310","00440310","AACE","ACE CASH EXPRESS INC",3,3,6090,11,NA,1992-12-31,2006-10-31,2
"37845",83838,14898,1996-08-14,2007-09-14,"00440410","00440410","ACEC","ACE COMM CORP",3,3,3660,11,NA,1996-08-30,2007-09-28,2
"1283",10656,37,1985-11-21,2018-06-29,"00444610","00444610","ACET","ACETO CORP",3,3,2899,11,NA,1972-12-29,2018-06-29,2
"6040",14530,54778,2014-03-12,2018-06-29,"00444910","00444910","AKAO","ACHAOGEN INC",3,3,9999,11,NA,2014-03-31,2018-06-29,2
"45366",91471,51208,2017-09-21,2018-06-29,"00444P10","00444P10","ACER","ACER THERAPEUTICS INC",3,3,2834,11,NA,2006-09-29,2018-06-29,2
"4555",12573,53673,2011-02-11,2018-06-29,"00444T10","00444T10","ACRX","ACELRX PHARMACEUTICALS INC",3,3,9999,11,NA,2011-02-28,2018-06-29,2
"36384",82526,14043,2018-05-24,2018-06-29,"00446820","00446820","ACHV","ACHIEVE LIFE SCIENCES INC",3,3,2834,11,NA,1995-10-31,2018-06-29,2
"45376",91491,51300,2006-10-26,2018-06-29,"00448Q20","00448Q20","ACHN","ACHILLION PHARMACEUTICALS INC",3,3,2834,11,NA,2006-10-31,2018-06-29,2
"35410",81282,13587,2007-07-25,2018-06-29,"00449810","00449810","ACIW","A C I WORLDWIDE INC",3,3,7372,11,NA,1995-02-28,2018-06-29,2
"253",10123,9754,1997-12-15,2002-06-14,"00452710","00452710","AK","ACKERLEY GROUP INC",1,1,7312,11,NA,1988-04-29,2002-06-28,2
"1308",10664,47,1972-12-14,1995-09-01,"00461610","00461610","ACMT","ACMAT CORP",3,3,1711,11,NA,1972-12-29,1995-09-29,2
"3166",11647,47,1987-08-31,2004-12-03,"00461620","00461620","ACMTA","ACMAT CORP",3,3,1740,11,"A",1987-08-31,2004-12-31,2
"42172",87748,18444,2000-03-21,2004-12-10,"00461P10","00461P10","ACLA","ACLARA BIOSCIENCES INC",3,3,3820,11,NA,2000-03-31,2004-12-31,2
"7034",15775,55452,2015-10-07,2018-06-29,"00461U10","00461U10","ACRS","ACLARIS THERAPEUTICS INC",3,3,9999,11,NA,2015-10-30,2018-06-29,2
"126",10057,20020,1991-10-01,1996-07-02,"00462610","00462610","AMT","ACME CLEVELAND CORP NEW",1,1,3541,11,NA,1925-12-31,1996-07-31,2
"41558",87219,17164,1999-09-30,2008-10-31,"00463110","00463110","ACME","ACME COMMUNICATIONS INC",3,3,4830,11,NA,1999-09-30,2008-10-31,2
"24970",63837,156,1999-10-07,2000-11-21,"00464410","00464410","ACEE","ACME ELECTRIC CORP",3,3,3612,11,NA,1972-12-29,2000-11-30,2
"1201",10611,8514,1996-05-21,1998-09-28,"00472410","00472410","AMI","ACME METALS INC",1,1,3312,11,NA,1986-08-29,1998-09-30,2
"45382",91493,51301,2006-10-13,2013-03-28,"00476410","00476410","APKT","ACME PACKET INC",3,3,3661,11,NA,2006-10-31,2013-03-28,2
"23565",60038,370,1977-10-03,2018-06-29,"00481610","00481610","ACU","ACME UNITED CORP",2,2,3421,11,NA,1972-12-29,2018-06-29,2
"38066",84013,31751,1996-11-04,2001-02-16,"00483310","00483310","ART","ACNIELSEN CORP",1,1,7323,11,NA,1996-11-29,2001-02-28,2
"30972",77327,11335,2008-01-02,2015-07-23,"00484810","00484810","ACFN","ACORN ENERGY INC",3,3,7371,11,NA,1992-02-28,2015-07-31,2
"45061",91086,50290,2006-02-10,2018-06-29,"00484M10","00484M10","ACOR","ACORDA THERAPEUTICS INC",3,3,2836,11,NA,2006-02-28,2018-06-29,2
"3994",12110,9955,1999-04-20,2003-03-04,"00485320","00485320","AVCC","ACORN HOLDING CORP",3,3,6720,11,NA,1988-10-31,2003-03-31,2
"39029",84998,15546,2002-11-21,2003-05-02,"00485720","00485720","ACRN","ACORN PRODUCTS INC",3,3,3420,11,NA,1997-06-30,2003-05-30,2
"39157",85084,7338,1988-06-01,2009-04-24,"00492010","00492010","APII","ACTION PRODUCTS INTL INC",3,3,5090,11,NA,1984-12-31,2009-04-30,2
"31847",78010,29600,1992-10-21,1997-07-09,"00492910","00492910","ACO","ACORDIA INC",1,1,6411,11,NA,1992-10-30,1997-07-31,2
"32596",79069,12104,2002-02-20,2005-12-09,"00493310","00493310","ATN","ACTION PERFORMANCE COS INC",1,1,5092,11,NA,1993-04-30,2005-12-30,2
"33066",79467,12321,1993-08-03,2010-11-02,"00493410","00493410","ACTL","ACTEL CORP",3,3,3670,11,NA,1993-08-31,2010-11-30,2
"33339",79675,12512,1993-10-27,2003-10-27,"00493610","00493610","AGAM","ACRES GAMING INC",3,3,3960,11,NA,1993-10-29,2003-10-31,2
"33700",79933,12670,1993-12-14,2001-02-14,"00493810","00493810","ACVC","ACTIVE VOICE CORPORATION",3,3,3660,11,NA,1993-12-31,2001-02-28,2
"35335",81237,13373,1995-07-03,2000-08-14,"00500E10","00500E10","ACRO","ACRODYNE COMMUNICATIONS INC",3,3,3660,11,NA,1995-02-28,2000-08-31,2
"43052",88783,40975,2000-11-09,2003-01-31,"00503U10","00503U10","ACTR","ACTERNA CORP",3,3,3825,11,NA,2000-11-30,2003-01-31,2
"20917",51510,20021,1995-12-01,1996-10-18,"00504110","00504110","ACZ","ACTION INDUSTRIES INC",2,2,5199,11,NA,1970-11-30,1996-10-31,2
"41477",87155,16763,1999-08-13,2000-08-15,"00504E10","00504E10","ASWX","ACTIVE SOFTWARE INC",3,3,7370,11,NA,1999-08-31,2000-08-31,2
"42797",88497,38399,2016-11-30,2016-11-30,"00504W30","00504W30","PIOI","ACTIVE POWER INC",3,3,3629,11,NA,2000-08-31,2016-11-30,2
"39134",85068,32005,2001-05-01,2003-03-26,"00505Q10","00505Q10","AIQT","ACTIVE I Q TECHNOLOGIES INC",3,3,7372,11,NA,1997-06-30,2003-03-31,2
"4667",12719,53747,2011-05-25,2013-11-15,"00506D10","00506D10","ACTV","ACTIVE NETWORK INC",1,1,7389,11,NA,2011-05-31,2013-11-29,2
"43742",89678,18434,2006-03-10,2010-12-16,"00506P10","00506P10","ACTI","ACTIVIDENTITY CORP",3,3,7372,11,NA,2003-02-28,2010-12-31,2
"29792",76542,28927,2000-08-21,2002-08-22,"00507P10","00507P10","ACRT","ACTRADE FINANCIAL TECHS LTD",3,3,6153,11,NA,1990-12-31,2002-08-30,2
"33343",79678,12499,2008-07-10,2018-06-29,"00507V10","00507V10","ATVI","ACTIVISION BLIZZARD INC",3,3,7370,11,NA,1993-10-29,2018-06-29,2
"6012",14497,54757,2014-03-26,2018-06-29,"00507W10","00507W10","ATNM","ACTINIUM PHARMACEUTICALS INC",2,2,7812,11,NA,2014-03-31,2018-06-29,2
"34406",80500,13086,1994-05-17,1995-09-20,"00508110","00508110","ACUT","ACUITY IMAGING INC",3,3,3570,11,NA,1994-05-31,1995-09-29,2
"40481",86236,16214,2010-11-03,2015-01-15,"00508B10","00508B10","BIRT","ACTUATE CORP",3,3,7372,11,NA,1998-07-31,2015-01-30,2
"3056",11581,323,2001-01-25,2018-06-29,"00508X20","00508X20","ATU","ACTUANT CORP",1,1,3492,11,"A",1987-08-31,2018-06-29,2
"43396",89216,42401,2001-11-14,2018-06-29,"00508Y10","00508Y10","AYI","ACUITY BRANDS INC",1,1,5169,11,NA,2001-11-30,2018-06-29,2
"41501",87167,16702,2014-09-03,2018-02-07,"00509410","00509410","ACTA","ACTUA CORP",3,3,7389,11,NA,1999-08-31,2018-02-28,2
"7463",16434,55775,2016-10-28,2018-06-29,"00509810","00509810","GOLF","ACUSHNET HOLDINGS CORP",1,1,3949,11,NA,2016-10-31,2018-06-29,2
"236",10116,8028,2015-08-28,2017-02-22,"00509L80","00509L80","ACUR","ACURA PHARMACEUTICALS INC",3,3,2834,11,NA,1986-03-31,2017-02-28,2
"28110",75469,8567,1988-10-14,2000-11-08,"00511310","00511310","ACN","ACUSON CORP",1,1,3845,11,NA,1986-09-30,2000-11-30,2
"43878",89859,44490,2003-10-08,2009-01-08,"00511R87","00511R87","ACUS","ACUSPHERE INC",3,3,2834,11,NA,2003-10-31,2009-01-30,2
"9234",20117,6702,1988-07-21,2018-06-29,"00512510","00512510","ACXM","ACXIOM CORP",3,3,7370,11,NA,1983-12-30,2018-06-29,2
"1471",10752,58,1993-03-15,2000-12-18,"00531320","00531320","ADAC","ADAC LABORATORIES INC",3,3,3693,11,NA,1979-12-31,2000-12-29,2
"36026",82163,13934,2013-12-13,2018-06-29,"00547W20","00547W20","ADMP","ADAMIS PHARMACEUTICALS CORP",3,3,2834,11,NA,1995-08-31,2018-06-29,2
"6093",14589,54816,2014-04-10,2018-06-29,"00548A10","00548A10","ADMS","ADAMAS PHARMACEUTICALS INC",3,3,9999,11,NA,2014-04-30,2018-06-29,2
"40485",86237,16207,2008-03-13,2012-05-31,"00622820","00622820","ADGF","ADAMS GOLF INC",3,3,3949,11,NA,1998-07-31,2012-05-31,2
"39158",85092,7743,1985-09-18,1993-03-17,"00624610","00624610","JALC","JOHN ADAMS LIFE CORP",3,3,6311,11,NA,1985-09-30,1993-03-31,2
"24102",61487,59,1992-03-19,2018-06-29,"00635130","00635130","AE","ADAMS RESOURCES & ENERGY INC",2,2,5171,11,NA,1975-02-28,2018-06-29,2
"44774",90800,47007,2005-07-21,2008-01-29,"00635P10","00635P10","ARXT","ADAMS RESPIRATORY THRPTCS INC",3,3,2834,11,NA,2005-07-29,2008-01-31,2
"9494",20723,969,1999-04-29,2001-05-14,"00650M10","00650M10","ADAP","ADAPTIVE BROADBAND CORP",3,3,3660,11,NA,1972-12-29,2001-05-31,2
"33504",79787,12535,1998-05-08,1998-10-28,"00650P30","00650P30","ADSO","ADAPTIVE SOLUTIONS INC",3,3,3570,11,NA,1993-11-30,1998-10-30,2
"39985",85830,15757,1999-11-05,2000-12-01,"00650Q10","00650Q10","ADTM","ADATOM COM INC",3,3,7290,11,NA,1998-02-27,2000-12-29,2
"2800",11452,9288,1987-06-24,1996-12-19,"00651610","00651610","ADDR","ADDINGTON RESOURCES INC",3,3,1210,11,NA,1987-06-30,1996-12-31,2
"46462",93073,53242,2009-10-28,2018-06-29,"00673910","00673910","ADUS","ADDUS HOMECARE CORP",3,3,9999,11,NA,2009-10-30,2018-06-29,2
"30240",76869,11029,2007-09-12,2018-06-29,"00674330","00674330","AEY","ADDVANTAGE TECHNOLOGIES GRP INC",3,3,7310,11,NA,1991-08-30,2018-06-29,2
"40265",86070,16086,1999-10-27,2002-04-04,"00684710","00684710","ABIZ","ADELPHIA BUSINESS SOLUTIONS INC",3,3,4810,11,"A",1998-05-29,2002-04-30,2
"1113",10564,8473,1987-04-30,2002-05-31,"00684810","00684810","ADLA","ADELPHIA COMMUNICATIONS CORP",3,3,4890,11,"A",1986-08-29,2002-05-31,2
"36572",82664,14238,2005-11-15,2015-10-23,"00685420","00685420","ADEP","ADEPT TECHNOLOGY INC",3,3,3559,11,NA,1995-12-29,2015-10-30,2
"6203",14713,54906,2014-06-25,2017-04-19,"00685510","00685510","ADPT","ADEPTUS HEALTH INC",1,1,8082,11,"A",2014-06-30,2017-04-28,2
"44457",90468,45991,2004-12-10,2007-04-02,"00686410","00686410","ADZA","ADEZA BIOMEDICAL CORP",3,3,2835,11,NA,2004-12-31,2007-04-30,2
"34898",80914,13328,1994-09-27,1999-09-14,"00686610","00686610","AFLX","ADFLEX SOLUTIONS INC",3,3,3670,11,NA,1994-09-30,1999-09-30,2
"41085",86877,16516,1999-05-07,2000-01-11,"00686710","00686710","ADFC","ADFORCE INC",3,3,7370,11,NA,1999-05-28,2000-01-31,2
"44204",90197,45268,2004-06-16,2007-04-20,"00686U10","00686U10","KAR","ADESA INC",1,1,5012,11,NA,2004-06-30,2007-04-30,2
"39160",85113,7245,1984-10-02,1995-01-06,"00687410","00687410","ADIA","ADIA SERVICES INC",3,3,7362,11,NA,1984-10-31,1995-01-31,2
"7042",15786,55459,2015-10-27,2018-06-29,"00687D10","00687D10","IOTS","ADESTO TECHNOLOGIES CORP",3,3,9999,11,NA,2015-10-30,2018-06-29,2
"1660",10862,8746,1991-07-12,1996-03-06,"00709330","00709330","ADMR","ADMAR GROUP INC",3,3,8010,10,NA,1986-11-28,1996-03-29,2
"40641",86352,16287,2001-08-13,2003-01-29,"00723110","00723110","AAAB","ADMIRALTY BANCORP INC",3,3,6020,11,NA,1998-09-30,2003-01-31,2
"28176",75510,8476,1986-08-13,2018-06-29,"00724F10","00724F10","ADBE","ADOBE SYSTEMS INC",3,3,7370,11,NA,1986-08-29,2018-06-29,2
"43053",88784,40976,2000-11-14,2011-12-09,"00724X10","00724X10","ADLR","ADOLOR CORP",3,3,7841,11,NA,2000-11-30,2011-12-30,2
"7699",16773,55977,2017-06-15,2018-06-29,"00726A10","00726A10","ADOM","ADOMANI INC",3,3,9999,11,NA,2017-06-30,2018-06-29,2
"26708",69171,6397,1998-07-28,1998-12-31,"00736110","00736110","RPL","ADRIEN ARPEL INC",2,2,2844,11,NA,1983-09-30,1998-12-31,2
"30023",76708,10992,2017-05-24,2018-06-29,"00737L10","00737L10","ATGE","ADTALEM GLOBAL EDUCATION INC",1,1,8249,11,NA,1991-06-28,2018-06-29,2
"41982",87557,17523,2001-07-17,2008-03-26,"00737P10","00737P10","ADST","ADSTAR INC",3,3,7380,11,NA,2000-01-31,2008-03-31,2
"1675",10867,76,1980-12-05,1995-10-02,"00738310","00738310","ADVC","ADVANCE CIRCUITS INC",3,3,3679,11,NA,1980-12-31,1995-10-31,2
"34761",80791,13252,1994-08-10,2018-06-29,"00738A10","00738A10","ADTN","ADTRAN INC",3,3,3610,11,NA,1994-08-31,2018-06-29,2
"30911",77288,11317,1992-01-29,1994-11-30,"00738B10","00738B10","AVCR","ADVACARE INC",3,3,7370,11,NA,1992-01-31,1994-11-30,2
"6668",15282,55222,2015-04-15,2018-06-29,"00739L10","00739L10","ADRO","ADURO BIOTECH INC",3,3,9999,11,NA,2015-04-30,2018-06-29,2
"44497",90493,46013,2004-12-16,2012-04-23,"00739W10","00739W10","AEA","ADVANCE AMERICA CASH ADV CTRS I",1,1,6141,11,"A",2004-12-31,2012-04-30,2
"38587",84404,15263,1997-01-02,2004-12-30,"00743710","00743710","AFBC","ADVANCE FINANCIAL BANCORP",3,3,6030,11,NA,1997-01-31,2004-12-31,2
"38443",84287,15201,1996-12-03,2001-04-17,"00750B10","00750B10","AASI","ADVANCED AERODYNAMICS STRUC INC",3,3,3720,11,"A",1996-12-31,2001-04-30,2
"1691",10875,347,1993-06-17,1996-01-10,"00750D10","00750D10","AROS","ADVANCE ROSS CORP NEW",3,3,3560,11,NA,1972-12-29,1996-01-31,2
"39030",84999,15555,1997-06-27,2000-02-25,"00750X10","00750X10","ACSC","ADVANCED COMM SYSTEMS INC",3,3,7370,11,NA,1997-06-30,2000-02-29,2
"43397",89217,42402,2001-11-29,2018-06-29,"00751Y10","00751Y10","AAP","ADVANCE AUTO PARTS INC",1,1,5531,11,NA,2001-11-30,2018-06-29,2
"33182",79563,12396,1993-09-10,2001-04-04,"00752110","00752110","ADTC","ADVANCED DEPOSITION TECH INC",3,3,2670,11,NA,1993-09-30,2001-04-30,2
"38105",84044,15044,1996-10-21,2006-08-22,"00752510","00752510","ADIC","ADVANCED DIGITAL INFO CORP",3,3,3570,11,NA,1996-10-31,2006-08-31,2
"45974",92324,52790,2008-02-26,2011-11-15,"00752H10","00752H10","ABAT","ADVANCED BATTERY TECHNOLS INC",3,3,3691,11,NA,2007-10-31,2011-11-30,2
"44828",90854,47201,2005-08-04,2012-01-10,"00752J10","00752J10","AATI","ADVANCED ANALOGIC TCHNLGS INC",3,3,3674,11,NA,2005-08-31,2012-01-31,2
"31079",77398,11392,1997-07-02,2000-07-12,"00753B10","00753B10","AMVC","ADVANCED MACHINE VISION CORP",3,3,3670,11,"A",1992-03-31,2000-07-31,2
"36568",82663,14210,1995-12-12,2003-01-09,"00753C10","00753C10","ADLT","ADVANCED LIGHTING TECHS INC",3,3,3640,11,NA,1995-12-29,2003-01-31,2
"31458",77665,11563,1993-03-30,1996-12-06,"00753J30","00753J30","AVF","ADVANCED FINANCIAL INC",2,2,5047,11,NA,1992-06-30,1996-12-31,2
"32279",78831,11912,1993-01-25,1997-11-10,"00753Q10","00753Q10","MAMO","ADVANCED MAMMOGRAPHY SYSTEMS IN",3,3,3820,11,NA,1993-01-29,1997-11-28,2
"2880",11483,9315,2000-11-09,2005-04-18,"00753T10","00753T10","MKT","ADVANCED MARKETING SERVICES INC",1,1,5192,11,NA,1987-07-31,2005-04-29,2
"33181",79562,12401,1993-09-13,2000-12-13,"00753U10","00753U10","ADMG","ADVANCED MATERIALS GROUP INC",3,3,2450,11,NA,1993-09-30,2000-12-29,2
"2870",11479,9310,1989-09-13,1995-02-01,"00753W20","00753W20","ADVA","ADVANCED MEDICAL PRODUCTS INC",3,3,3840,10,NA,1987-07-31,1995-02-28,2
"20565",50279,2731,1997-11-04,2002-06-14,"00754810","00754810","ATPX","ADVANCED TECHNICAL PRODUCTS INC",3,3,3070,11,NA,1976-04-30,2002-06-28,2
"38111",84047,14998,1996-10-01,2004-11-30,"00754A10","00754A10","AFCI","ADVANCED FIBRE COMM INC",3,3,4810,11,NA,1996-10-31,2004-11-30,2
"6274",14809,326,1993-10-27,1994-07-21,"00754B10","00754B10","AOXY","ADVANCED OXYGEN TECHNOLOGIES IN",3,3,8730,11,NA,1981-07-31,1994-07-29,2
"30252",76879,10833,1992-03-18,2015-05-08,"00754E10","00754E10","API","ADVANCED PHOTONIX INC",2,2,7384,11,"A",1991-02-28,2015-05-29,2
"31996",78121,11864,1992-12-17,1996-12-05,"00754F30","00754F30","AOTI","ADVANCED ORTHOPEDIC TECHS INC",3,3,8090,11,NA,1992-12-31,1996-12-31,2
"33069",79471,12326,1993-08-04,1996-01-02,"00754R10","00754R10","ASUR","ADVANCED SURGICAL INC",3,3,3840,11,NA,1993-08-31,1996-01-31,2
"38307",84191,15117,1996-11-06,2001-03-29,"00754U10","00754U10","ARTT","ADVANCED RADIO TELECOM CORP",3,3,4840,11,NA,1996-11-29,2001-03-30,2
"35354",81253,13549,1995-02-07,1997-07-16,"00754W10","00754W10","HMWK","ADVANCED VOICE TECHNOLOGIES INC",3,3,8200,11,NA,1995-02-28,1997-07-31,2
"45816",92158,52384,2007-07-11,2009-07-06,"00755610","00755610","AXC","ADVANCED TECHNOLOGY ACQUISITION",2,2,6770,11,NA,2007-07-31,2009-07-31,2
"3224",11669,9350,1994-01-10,1995-09-08,"00755B20","00755B20","AVTI","ADVENT TECHNOLOGIES INC",3,3,5090,11,NA,1987-09-30,1995-09-29,2
"31122",77431,11423,1992-03-23,1998-04-01,"00755C10","00755C10","AADV","ADVANTAGE BANCORP INC",3,3,6710,11,NA,1992-03-31,1998-04-30,2
"3661",11895,9815,1992-06-04,2002-10-21,"00755F10","00755F10","ATIS","ADVANCED TISSUE SCIENCES INC",3,3,2830,11,NA,1988-06-30,2002-10-31,2
"28843",75971,10273,1997-11-04,1998-03-16,"00755M50","00755M50","ADVT","ADVANTAGE LIFE PRODUCTS INC",3,3,8090,11,NA,1989-08-31,1998-03-31,2
"31001",77344,11349,1992-02-14,1996-03-14,"00755P10","00755P10","ADHC","ADVANTAGE HEALTH CORP",3,3,8060,11,NA,1992-02-28,1996-03-29,2
"25235",64514,420,1982-11-18,2001-01-31,"00756610","00756610","ADV","ADVEST GROUP INC",1,1,6211,11,NA,1980-11-28,2001-01-31,2
"11418",25049,6095,1995-01-05,1996-01-02,"00756E10","00756E10","ADVG","ADVANTAGE COMPANIES INC DEL",3,3,5730,11,NA,1983-06-30,1996-01-31,2
"25465",65083,3744,1998-07-01,2005-11-29,"00757T10","00757T10","ANSI","ADVANCED NEUROMODULATION SYS IN",3,3,3840,11,NA,1981-04-30,2005-11-30,2
"43017",88721,40194,2000-10-05,2002-05-24,"00757V10","00757V10","ASCX","ADVANCED SWITCHING COMM INC",3,3,3661,11,NA,2000-10-31,2002-05-31,2
"1286",10657,8561,1993-02-25,2007-03-02,"00758510","00758510","AD","ADVO INC",1,1,7331,11,NA,1986-09-30,2007-03-30,2
"797",10386,8302,1998-07-13,1999-09-17,"00760B10","00760B10","AGIS","AEGIS COMMUNICATIONS GROUP INC",3,3,2730,11,NA,1986-06-30,1999-09-30,2
"35538",81536,13653,1995-04-06,1998-02-06,"00760G10","00760G10","ACAR","AEGIS CONSUMER FUNDING GP INC",3,3,6140,11,NA,1995-04-28,1998-02-27,2
"39322",85272,15658,1997-08-15,2018-06-29,"00760J10","00760J10","AEHR","AEHR TEST SYSTEMS",3,3,3820,11,NA,1997-08-29,2018-06-29,2
"35946",81885,13838,2001-06-01,2003-06-23,"00760Q20","00760Q20","ANII","ADVANCED NUTRACEUTICALS INC",3,3,5120,11,NA,1995-07-31,2003-06-30,2
"42801",88501,38403,2000-08-08,2006-04-28,"00761E10","00761E10","APTI","ADVANCED POWER TECHNOLOGY INC",3,3,3700,11,NA,2000-08-31,2006-04-28,2
"5788",14237,54600,2013-10-17,2018-06-29,"00762420","00762420","ADXS","ADVAXIS INC",3,3,9999,11,NA,2013-10-31,2018-06-29,2
"43382",89203,42385,2001-11-13,2017-11-17,"00762W10","00762W10","ABCO","ADVISORY BOARD CO",3,3,8732,11,NA,2001-11-30,2017-11-30,2
"1918",10998,6943,1984-03-22,1996-12-05,"00763110","00763110","AQTN","AEQUITRON MEDICAL INC",3,3,3840,11,NA,1984-03-30,1996-12-31,2
"43582",89426,43263,2005-06-08,2009-02-26,"00763M10","00763M10","EYE","ADVANCED MEDICAL OPTICS INC",1,1,5048,11,NA,2002-07-31,2009-02-27,2
"37193",83354,14556,1996-11-25,2000-05-04,"00765510","00765510","AERL","AERIAL COMMUNICATIONS INC",3,3,4810,11,NA,1996-04-30,2000-05-31,2
"44829",90855,47202,2005-08-05,2009-05-04,"00765H10","00765H10","ADLS","ADVANCED LIFE SCIENCES HLDGS IN",3,3,2836,11,NA,2005-08-31,2009-05-29,2
"45692",91975,52247,2015-01-07,2018-06-29,"00766T10","00766T10","ACM","A E C O M",1,1,8711,11,NA,2007-05-31,2018-06-29,2
"4373",12347,53532,2010-10-22,2016-11-29,"00767E10","00767E10","AEGR","AEGERION PHARMACEUTICALS INC",3,3,9999,11,NA,2010-10-29,2016-11-30,2
"37505",83592,31655,2008-10-16,2010-11-23,"00767T10","00767T10","ASB","ADVANSOURCE BIOMATERIALS CORP",2,2,3841,11,NA,1996-06-28,2010-11-30,2
"45756",92086,52366,2007-06-13,2009-05-01,"00768M10","00768M10","AERO","AEROGROW INTERNATIONAL INC",3,3,5200,11,NA,2007-06-29,2009-05-29,2
"39178",85164,7538,1985-05-10,2003-12-23,"00769210","00769210","AERS","AERO SYSTEMS ENGINEERING INC",3,3,3829,10,NA,1985-05-31,2003-12-31,2
