"","crsp_fundno","wficn","fundno","cusip8","ticker","fund_name","tna_latest_dt","tna_latest","num_holdings","mgmt_name","et_flag","nav_latest_dt","nav_latest","first_offer_dt","per_com","per_pref","per_conv","per_corp","per_muni","per_govt","per_oth","per_cash","per_bond","per_abs","per_mbs","per_eq_oth","per_fi_oth","open_to_inv","retail_fund","inst_fund","index_fund_flag","dead_flag","delist_cd","crsp_obj_cd","lipper_obj_cd","lipper_obj_name","lipper_class","lipper_class_name","si_obj_cd","wbrger_obj_cd","lipper_asset_cd","country"
"18",31453,240485,45073,"92290863","VV","Vanguard Index Funds: Vanguard Large-Cap Index Fund; ETF Shares",2018-03-29,11843.3,636,"Vanguard Group Inc","F",2018-03-29,121.14,2004-01-27,99.65,0,0,0.22,0,0.11,-0.01,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"1379",37699,NA,NA,"92204274","VT","Vanguard International Equity Index Funds: Vanguard Total World Stock Index Fund; ETF Class Shares",2018-03-29,11797.5,NA,"Vanguard Group Inc","F",2018-03-29,73.5,2008-06-24,94.97,0.54,0,0.03,0,0.04,0.57,1.48,0,0.02,0,2.35,0,"Y","N","Y","D","N",NA,"EF","GL","GLOBAL FUNDS","GMLC","Global Multi-Cap Core",NA,NA,"EQ",NA
"6",50485,103524,62170,"92290841","VOO","Vanguard Index Funds: Vanguard 500 Index Fund; ETF Shares",2013-09-30,11735.3,488,"Vanguard Group Inc","F",2013-09-30,76.92,2010-09-07,97.6,0,0,0,0,0.03,2.37,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCL","SP","S&P 500 INDEX OBJECTIVE FUNDS","SPSP","S&P 500 Index Funds",NA,NA,"EQ","UNITED STATES"
"645",16382,NA,NA,"46428510","IAU","iShares Gold Trust",2018-03-29,11548.6,NA,"BlackRock Fund Advisors","F",2018-03-29,12.71,2005-01-21,0,0,0,0,0,0,100,0,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMP","Commodities Precious Metals Funds",NA,NA,"EQ",NA
"535",16432,600538,78246,"46428745","SHY","iShares Trust: iShares 1-3 Year Treasury Bond ETF",2018-03-29,11525.2,1,"BlackRock Fund Advisors","F",2018-03-29,83.52,2002-07-22,0,0,0,0,0,99.89,1.4,-1.29,0,0,0,0,0,"Y","N","Y","D","N",NA,"IGDS","SUT","SHORT U.S. TREASURY FUNDS","SUT","Short U.S. Treasury Funds",NA,NA,"TX","UNITED STATES"
"724",47613,NA,NA,"80852410","SCHB","Schwab Strategic Trust: Schwab US Broad Market ETF",2018-03-29,11510.1,NA,"Charles Schwab Investment Management Inc","F",2018-03-29,63.8034,2009-10-30,99.78,0,0,0,0,0.07,0.09,0.05,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","MLCE","Multi-Cap Core Funds",NA,NA,"EQ",NA
"558",16491,600730,81675,"46428867","SHV","iShares Trust: iShares Short Treasury Bond ETF",2018-03-29,11319.3,1,"BlackRock Fund Advisors","F",2018-03-29,110.32,2007-01-05,0,0,0,0,0,102.3,4.15,-6.45,0,0,0,0,0,"Y","N","Y","D","N",NA,"IGDS","SUT","SHORT U.S. TREASURY FUNDS","SUT","Short U.S. Treasury Funds",NA,NA,"TX","UNITED STATES"
"187",51464,500926,80484,"92190976","VXUS","Vanguard STAR Funds: Vanguard Total International Stock Index Fund; ETF Shares",2018-03-29,11139.2,555,"Vanguard Group Inc","F",2018-03-29,56.35,2011-01-26,93.1,1.23,0,1.2,0,0.58,1.12,0.15,0,0.03,0.01,2.56,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLC","International Multi-Cap Core",NA,NA,"EQ","UNITED STATES"
"1684",58828,NA,NA,"92203J40","BNDX","Vanguard Charlotte Funds: Vanguard Total International Bond Index Fund; ETF Shares",2018-03-29,11117.6,NA,"Vanguard Group Inc","F",2018-03-29,54.57,2013-05-31,0,0,0,21.18,3.85,72.59,0.27,1.7,0,0.04,0.05,0,0.31,"Y","N","Y","D","N",NA,"IF","INI","INTERNATIONAL INCOME FUNDS","INI","International Income Funds",NA,NA,"TX",NA
"559",16488,600731,81677,"46428864","CSJ","iShares Trust: iShares 1-3 Year Credit Bond ETF",2018-03-29,10833.7,1,"BlackRock Fund Advisors","F",2018-03-29,103.77,2007-01-05,0,0,0,77.51,0.97,20.53,0.63,0.08,0,0.01,0,0,0.27,"Y","N","Y","D","N",NA,"I","SID","SHORT INVESTMENT GRADE DEBT FUNDS","SID","Short Investment Grade Debt Funds",NA,NA,"TX","UNITED STATES"
"428",36591,501403,82876,"46428827","SCZ","iShares Trust: iShares MSCI EAFE Small-Cap ETF",2018-03-29,10608.6,65,"BlackRock Fund Advisors","F",2018-03-29,64.61,2007-12-10,96.92,0.4,0,0,0,0,2.29,0.24,0,0,0,0.15,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","ISMG","International Small/Mid-Cap Growth",NA,NA,"EQ","UNITED STATES"
"148",16434,500708,64381,"46428747","IWS","iShares Trust: iShares Russell Mid-Cap Value ETF",2018-03-29,10533.4,547,"BlackRock Fund Advisors","F",2018-03-29,86.45,2001-07-17,99.76,0,0,0,0,0,0.17,0.07,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCVE","Mid-Cap Value Funds",NA,NA,"EQ","UNITED STATES"
"1576",56418,NA,NA,"46432F83","IXUS","iShares Trust: iShares Core MSCI Total International Stock ETF",2018-03-29,9385.3,NA,"BlackRock Fund Advisors","F",2018-03-29,62.44,2012-10-18,93.29,1.25,0,0,0,0,1.37,0,0,0,0,4.09,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLC","International Multi-Cap Core",NA,NA,"EQ",NA
"604",36088,600818,89262,"46428841","MUB","iShares Trust: iShares National Muni Bond ETF",2018-03-29,9184.7,1,"BlackRock Fund Advisors","F",2018-03-29,108.69,2007-09-07,0,0,0,0,99.67,0,0.02,-0.37,0,0,0,0,0.69,"Y","N","Y","D","N",NA,"IU","GM","GENERAL & INSURED MUNICIPAL DEBT FUNDS","GM","General & Insured Municipal Debt Funds",NA,NA,"MB","UNITED STATES"
"92",16451,500585,56762,"46428764","IWO","iShares Trust: iShares Russell 2000 Growth ETF",2018-03-29,9140.5,1178,"BlackRock Fund Advisors","F",2018-03-29,190.63,2000-07-24,99.74,0,0,0,0,0,0.19,0.04,0,0,0,0.03,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCGE","Small-Cap Growth Funds",NA,NA,"EQ","UNITED STATES"
"85",9091,500508,51378,"25278710","DIA","DIAMONDS Trust, Series 1",2009-12-31,9045.5,29,"State Street Bank & Trust CO/IFTC","F",2009-12-31,104.0999,1998-01-14,99.87,0,0,0,0,0,0,0.13,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"138",16442,500656,60560,"46428755","IBB","iShares Trust: iShares Nasdaq Biotechnology ETF",2018-03-29,9029.6,144,"BlackRock Fund Advisors","F",2018-03-29,106.73,2001-02-05,96.57,0,0,0,0,0,0.06,-0.04,0,0,0,3.41,0,"Y","N","Y","D","N",NA,"EDSH","H","HEALTH/BIOTECHNOLOGY FUNDS","H","Health/Biotechnology Funds",NA,NA,"EQ","UNITED STATES"
"610",36198,600824,89275,"78464A41","JNK","SPDR Series Trust: SPDR Bloomberg Barclays High Yield Bond ETF",2018-03-29,8947.6,1,"State Street Bank and Trust Company","F",2018-03-29,35.7871,2007-11-28,0.02,0,0,97.32,0,0.51,0,1.83,0,0,0,0,0.33,"Y","N","Y","D","N",NA,"I","HY","HIGH YIELD FUNDS","HY","High Yield Funds",NA,NA,"TX","UNITED STATES"
"530",16386,600479,55898,"46428640","EWZ","iShares, Inc: iShares MSCI Brazil ETF",2018-03-29,8933.6,8,"BlackRock Fund Advisors","F",2018-03-29,44.41,2000-07-10,61.55,35.69,0,0,0,0,2.76,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRL","LT","LATIN AMERICAN FUNDS","LT","Latin American Funds",NA,NA,"EQ","UNITED STATES"
"89",28274,500529,53282,"81369Y30","XLP","Select Sector SPDR Trust: Consumer Staples Select Sector SPDR Fund",2018-03-29,8915.9,39,"State Street Bank and Trust Company","F",2018-03-29,52.6256,1998-12-16,100.48,0,0,0,0,0.06,0,-0.54,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSG","CG","CONSUMER GOODS FUNDS","CG","Consumer Goods Funds",NA,NA,"EQ","UNITED STATES"
"101",16450,500594,56790,"46428763","IWN","iShares Trust: iShares Russell 2000 Value ETF",2018-03-29,8838.6,1314,"BlackRock Fund Advisors","F",2018-03-29,122,2000-07-24,99.86,0,0,0,0,0,0.19,-0.05,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCVE","Small-Cap Value Funds",NA,NA,"EQ","UNITED STATES"
"2426",53278,NA,NA,"46429B68","EFAV","iShares Trust: iShares Edge MSCI Min Vol EAFE ETF",2018-03-29,8742.9,NA,"BlackRock Fund Advisors","F",2018-03-29,73.28,2011-10-18,93.86,0,0,0,0,0,3.44,0.53,0,0,0,2.16,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLG","International Multi-Cap Growth",NA,NA,"EQ",NA
"1883",48606,NA,NA,"72201R83","MINT","PIMCO ETF Trust: PIMCO Enhanced Short Maturity Active Exchange-Traded Fund",2018-03-29,8584.6,NA,"PIMCO","F",2018-03-29,101.569,2009-11-16,0,0,0,58.85,1.34,24.88,-3.99,0,0,15.38,3,0,0.54,"Y","N","Y",NA,"N",NA,"I","USO","ULTRA-SHORT OBLIGATIONS FUNDS","USO","Ultra-Short Obligations Funds",NA,NA,"TX",NA
"147",16435,500707,64346,"46428748","IWP","iShares Trust: iShares Russell Mid-Cap Growth ETF",2018-03-29,8561.7,526,"BlackRock Fund Advisors","F",2018-03-29,122.93,2001-07-17,99.83,0,0,0,0,0,0.16,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCGE","Mid-Cap Growth Funds",NA,NA,"EQ","UNITED STATES"
"119",20585,500617,57263,"59563510","MDY","MidCap SPDR Trust, Series 1",2009-12-31,8485.2,396,"PDR Services LLC","F",2009-12-31,131.86,1995-04-28,99.69,0,0,0,0,0,0,0.31,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"2051",49968,NA,NA,"00162Q86","AMLP","ALPS ETF Trust: Alerian MLP ETF",2018-03-29,8456.2,NA,"ALPS Advisors Inc","F",2018-03-29,9.3815,2010-08-25,0,0,0,0,0,0,99.67,0.33,0,0,0,0,0,"Y","N","Y","D","N",NA,"O","EMP","ENERGY MLP FUNDS","EMP","Energy MLP Funds",NA,NA,"EQ",NA
"256",31442,501124,80974,"92290851","VOE","Vanguard Index Funds: Vanguard Mid-Cap Value Index Fund; ETF Class Shares",2018-03-29,8393.9,195,"Vanguard Group Inc","F",2018-03-29,109.43,2006-08-17,99.63,0,0,0.23,0,0.11,-0.01,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCVE","Mid-Cap Value Funds",NA,NA,"EQ","UNITED STATES"
"433",37045,501421,82911,"46428825","ACWI","iShares Trust: iShares MSCI ACWI ETF",2018-03-29,8343.6,541,"BlackRock Fund Advisors","F",2018-03-29,71.43,2008-03-26,95.53,0.66,0,0,0,0,0.52,0,0,0,0,3.29,0,"Y","N","Y","D","N",NA,"EF","GL","GLOBAL FUNDS","GLCC","Global Large-Cap Core",NA,NA,"EQ","UNITED STATES"
"242",43521,501089,80909,"92189F10","GDX","VanEck Vectors ETF Trust: VanEck Vectors Gold Miners ETF",2018-03-29,8243.9,27,"Van Eck Associates Corporation","F",2018-03-29,21.9571,2006-05-16,86.33,0,0,0,0,0,0,-0.04,0,0,0,13.71,0,"Y","N","Y","D","N",NA,"EDSO","AU","PRECIOUS METALS EQUITY FUNDS","AU","Precious Metals Equity Funds",NA,NA,"EQ","UNITED STATES"
"23",31356,342993,42993,"92204A40","VFH","Vanguard World Funds: Vanguard Financials Index Fund; ETF Shares",2018-03-29,8213.1,542,"Vanguard Group Inc","F",2018-03-29,69.39,2004-01-26,99.93,0,0,0.05,0,0.02,0,0.01,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSF","FS","FINANCIAL SERVICES FUNDS","FS","Financial Services Funds",NA,NA,"EQ","UNITED STATES"
"536",16431,600539,78247,"46428744","IEF","iShares Trust: iShares 7-10 Year Treasury Bond ETF",2018-03-29,8164.9,1,"BlackRock Fund Advisors","F",2018-03-29,103.22,2002-07-22,0,0,0,0,0,99.84,0.3,-0.14,0,0,0,0,0,"Y","N","Y","D","N",NA,"IG","GUT","GENERAL U.S. TREASURY FUNDS","GUT","General U.S. Treasury Funds",NA,NA,"TX","UNITED STATES"
"94",16455,500587,56769,"46428768","IWV","iShares Trust: iShares Russell 3000 ETF",2018-03-29,8143.1,2977,"BlackRock Fund Advisors","F",2018-03-29,156.3,2000-05-22,99.67,0,0,0,0,0,0.25,0.08,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","MLCE","Multi-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"1642",58113,NA,NA,"46432F39","MTUM","iShares Trust: iShares Edge MSCI USA Momentum Factor ETF",2018-03-29,8128.5,NA,"BlackRock Fund Advisors","F",2018-03-29,105.63,2013-04-16,99.82,0,0,0,0,0,0.11,0.07,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCGE","Large-Cap Growth Funds",NA,NA,"EQ",NA
"1096",51668,NA,NA,"73936Q76","BKLN","PowerShares Exchange-Traded Fund Trust II: PowerShares Senior Loan Portfolio",2018-03-29,8065.3,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,23.1032,2011-03-01,0,0,0,8.92,0,3.14,0,2.6,0,0,0.02,0,85.3,"Y","N","Y","D","N",NA,"OM","LP","LOAN PARTICIPATION FUNDS","LP","Loan Participation Funds",NA,NA,"TX",NA
"1244",52685,NA,NA,"46429B65","FLOT","iShares Trust: iShares Floating Rate Bond ETF",2018-03-29,7877.6,NA,"BlackRock Fund Advisors","F",2018-03-29,50.89,2011-06-14,0,0,0,83,0.62,15.18,1.67,-0.73,0,0,0,0,0.25,"Y","N","Y","D","N",NA,"I","USO","ULTRA-SHORT OBLIGATIONS FUNDS","USO","Ultra-Short Obligations Funds",NA,NA,"TX",NA
"19",31450,302942,2942,"92290859","VBK","Vanguard Index Funds: Vanguard Small-Cap Growth Index Fund; ETF Class Shares",2018-03-29,7342.6,720,"Vanguard Group Inc","F",2018-03-29,163.94,2004-01-26,98.67,0,0,0.84,0,0.39,-0.03,0.11,0,0,0,0.02,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCGE","Small-Cap Growth Funds",NA,NA,"EQ","UNITED STATES"
"552",16490,600724,81666,"46428866","IEI","iShares Trust: iShares 3-7 Year Treasury Bond ETF",2018-03-29,7248.9,1,"BlackRock Fund Advisors","F",2018-03-29,120.61,2007-01-05,0,0,0,0,0,99.77,1.39,-1.16,0,0,0,0,0,"Y","N","Y","D","N",NA,"IG","GUT","GENERAL U.S. TREASURY FUNDS","GUT","General U.S. Treasury Funds",NA,NA,"TX","UNITED STATES"
"2444",53385,NA,NA,"80852479","SCHD","Schwab Strategic Trust: Schwab US Dividend Equity ETF",2018-03-29,7222.4,NA,"Charles Schwab Investment Management Inc","F",2018-03-29,49.0483,2011-10-19,99.78,0,0,0,0,0.03,0.16,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"554",16487,600726,81668,"46428863","CIU","iShares Trust: iShares Intermediate Credit Bond ETF",2018-03-29,7210.1,1,"BlackRock Fund Advisors","F",2018-03-29,107.13,2007-01-05,0,0,0,83.21,1.21,14.86,1.29,-0.74,0,0,0,0,0.18,"Y","N","Y","D","N",NA,"ICQY","BBB","CORPORATE DEBT FUNDS BBB-RATED","BBB","Corporate Debt Funds BBB-Rated",NA,NA,"TX","UNITED STATES"
"83",28280,500494,50446,"81369Y88","XLU","Select Sector SPDR Trust: Utilities Select Sector SPDR Fund",2018-03-29,7131.6,30,"State Street Bank and Trust Company","F",2018-03-29,50.5161,1998-12-16,97.85,0,0,0,0,0.19,0,1.96,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSU","UT","UTILITY FUNDS","UT","Utility Funds",NA,NA,"EQ","UNITED STATES"
"29",31357,400188,42819,"92204A50","VHT","Vanguard World Funds: Vanguard Health Care Index Fund; ETF Class Shares",2018-03-29,7062.8,307,"Vanguard Group Inc","F",2018-03-29,153.27,2004-01-26,99.68,0,0,0.2,0,0.09,-0.01,0.03,0,0,0,0.01,0,"Y","N","Y","D","N",NA,"EDSH","H","HEALTH/BIOTECHNOLOGY FUNDS","H","Health/Biotechnology Funds",NA,NA,"EQ","UNITED STATES"
"726",47615,NA,NA,"80852460","SCHA","Schwab Strategic Trust: Schwab US Small-Cap ETF",2018-03-29,7004.7,NA,"Charles Schwab Investment Management Inc","F",2018-03-29,69.1486,2009-10-30,99.66,0,0,0,0,0.03,0.27,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ",NA
"233",12685,501053,80811,"33733E30","FDN","First Trust Exchange-Traded Fund: First Trust Dow Jones Internet Index Fund",2018-03-29,6991.9,41,"First Trust Advisors LP","F",2018-03-29,120.5502,2006-06-19,99.96,0,0,0,0,0.02,0,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ","UNITED STATES"
"2280",52392,NA,NA,"73937B77","SPLV","PowerShares Exchange-Traded Fund Trust II: Powershares S&P 500 Low Volatility Portfolio",2018-03-29,6925.9,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,46.955,2011-05-05,99.98,0,0,0,0,0,0,0.02,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYG","G","GROWTH FUNDS","MLCE","Multi-Cap Core Funds",NA,NA,"EQ",NA
"546",32509,600661,80829,"97717W85","DXJ","WisdomTree Trust: WisdomTree Japan Hedged Equity Fund",2018-03-29,6570.1,2,"WisdomTree Asset Management Inc","F",2018-03-29,55.3035,2006-06-16,102.77,0,0,0,0,0,101.74,-104.51,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ","UNITED STATES"
"165",16511,500823,79069,"46428887","EFV","iShares Trust: iShares MSCI EAFE Value ETF",2018-03-29,6523.1,12,"BlackRock Fund Advisors","F",2018-03-29,54.18,2005-08-01,97.27,0.83,0,0,0,0,1.3,0.27,0,0,0,0.33,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","ILCV","International Large-Cap Value",NA,NA,"EQ","UNITED STATES"
"789",48604,NA,NA,"97717X70","HEDJ","WisdomTree Trust: WisdomTree Europe Hedged Equity Fund",2018-03-29,6351.8,NA,"WisdomTree Asset Management Inc","F",2018-03-29,62.6724,2009-12-31,99.3,0,0,0,0,0,101.21,-104.42,0,0,0,3.92,0,"Y","N","Y","D","N",NA,"EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ",NA
"533",16430,600529,75592,"46428743","TLT","iShares Trust: iShares 20+ Year Treasury Bond ETF",2018-03-29,6290.6,1,"BlackRock Fund Advisors","F",2018-03-29,122.15,2002-07-22,0,0,0,0,0,99.2,0.84,-0.04,0,0,0,0,0,"Y","N","Y","D","N",NA,"IG","GUT","GENERAL U.S. TREASURY FUNDS","GUT","General U.S. Treasury Funds",NA,NA,"TX","UNITED STATES"
"241",43521,501089,80909,"57060U10","GDX","Market Vectors ETF Trust: Market Vectors Gold Miners ETF",2016-03-31,6221,27,"Van Eck Associates Corporation","F",2016-03-31,20.0094,2006-05-16,96.38,0,0,0,0,0,0.67,0.01,0,0,0,2.93,0,"Y","N","Y","D","N",NA,"EDSO","AU","PRECIOUS METALS EQUITY FUNDS","AU","Precious Metals Equity Funds",NA,NA,"EQ","UNITED STATES"
"1132",51807,NA,NA,"46429B66","HDV","iShares Trust: iShares Core High Dividend ETF",2018-03-29,6126.3,NA,"BlackRock Fund Advisors","F",2018-03-29,84.44,2011-03-29,99.85,0,0,0,0,0,0.13,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"2326",52565,NA,NA,"23305120","DBEF","DBX ETF Trust: Xtrackers MSCI EAFE Hedged Equity ETF",2018-03-29,6118.3,NA,"DBX Advisors LLC","F",2018-03-29,30.57,2011-06-09,94.3,0.63,0,0,0,0,6.25,-3.22,0,0,0,2.05,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLC","International Multi-Cap Core",NA,NA,"EQ",NA
"1018",50970,NA,NA,"92204267","VNQI","Vanguard International Equity Index Funds: Vanguard Global ex-US Real Estate Index Fund; ETF Shares",2018-03-29,5970.5,NA,"Vanguard Group Inc","F",2018-03-29,60.68,2010-11-01,78.38,0,0,0,0,0.03,18.45,3,0,0,0,0.14,0,"Y","N","Y","D","N",NA,"EFSR","IRE","INTERNATIONAL REAL ESTATE FUNDS","IRE","International Real Estate Funds",NA,NA,"EQ",NA
"4",31455,103523,62168,"92290865","VXF","Vanguard Index Funds: Vanguard Extended Market Index Fund; ETF Shares",2018-03-29,5844,3220,"Vanguard Group Inc","F",2018-03-29,111.56,2001-12-27,97.47,0,0,0,0,0.04,0.08,2.41,0,0,0,0.01,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"2047",49955,NA,NA,"92189F49","EMLC","VanEck Vectors ETF Trust: VanEck Vectors JP Morgan EM Local Currency Bond ETF",2018-03-29,5834.1,NA,"Van Eck Associates Corporation","F",2018-03-29,19.4861,2010-07-22,0,0,0,0.43,0,99.52,0,0.05,0,0,0,0,0,"Y","N","Y","D","N",NA,"IF","EML","EMERGING MARKETS LOCAL CURRENCY DEBT FDS","EML","Emerging Markets Local Currency Debt Fds",NA,NA,"TX",NA
"222",16500,501031,80757,"46428876","ITA","iShares Trust: iShares US Aerospace & Defense ETF",2018-03-29,5749.9,38,"BlackRock Fund Advisors","F",2018-03-29,197.93,2006-05-01,99.91,0,0,0,0,0,0.07,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSI","ID","INDUSTRIALS FUNDS","ID","Industrials Funds",NA,NA,"EQ","UNITED STATES"
"830",48826,NA,NA,"46625H36","AMJ","JPMorgan Alerian MLP Index Exchange Traded Notes",2013-09-30,5653.3,NA,"JPMorgan Funds","N",2013-09-30,44.69,2009-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"O","EMP","ENERGY MLP FUNDS","EMP","Energy MLP Funds",NA,NA,"EQ",NA
"99",16457,500593,56776,"46428770","IJJ","iShares Trust: iShares S&P Mid-Cap 400 Value ETF",2018-03-29,5607.3,284,"BlackRock Fund Advisors","F",2018-03-29,154.47,2000-07-24,99.73,0,0,0,0,0,0.21,0.06,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","SCVE","Small-Cap Value Funds",NA,NA,"EQ","UNITED STATES"
"2556",54607,NA,NA,"46429B26","GOVT","iShares Trust: iShares US Treasury Bond ETF",2018-03-29,5488.7,NA,"BlackRock Fund Advisors","F",2018-03-29,24.71,2012-02-14,0,0,0,0,0,98.45,2.74,-1.19,0,0,0,0,0,"Y","N","Y","D","N",NA,"IG","GUT","GENERAL U.S. TREASURY FUNDS","GUT","General U.S. Treasury Funds",NA,NA,"TX",NA
"774",48489,NA,NA,"80852430","SCHG","Schwab Strategic Trust: Schwab US Large-Cap Growth ETF",2018-03-29,5433.1,NA,"Charles Schwab Investment Management Inc","F",2018-03-29,71.6763,2009-12-09,99.9,0,0,0,0,0.03,0.05,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCGE","Large-Cap Growth Funds",NA,NA,"EQ",NA
"2418",53196,NA,NA,"33939L40","GUNR","FlexShares Trust: FlexShares Morningstar Global Upstream Natural Resources Index Fund",2018-03-29,5306.5,NA,"Northern Trust Investments Inc","F",2018-03-29,32.41,2011-09-16,96.72,0.52,0,0,0,0,0,0.74,0,0,0,2.01,0,"Y","N","Y","D","N",NA,"EFSN","GNR","GLOBAL NATURAL RESOURCES FUNDS","GNR","Global Natural Resources Funds",NA,NA,"EQ",NA
"795",48646,NA,NA,"80852470","SCHE","Schwab Strategic Trust: Schwab Emerging Markets Equity ETF",2018-03-29,5263.8,NA,"Charles Schwab Investment Management Inc","F",2018-03-29,28.2846,2010-01-13,79.97,2.46,0,0,0,0.15,0.94,0.21,0,0,0,16.27,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"302",29230,501200,81138,"78464A69","KRE","SPDR Series Trust: SPDR S&P Regional Banking ETF",2018-03-29,5258.2,82,"State Street Bank and Trust Company","F",2018-03-29,60.4028,2006-06-19,101.17,0,0,0,0,0.12,0,-1.3,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSF","FS","FINANCIAL SERVICES FUNDS","FS","Financial Services Funds",NA,NA,"EQ","UNITED STATES"
"2525",54509,NA,NA,"46429B59","INDA","iShares Trust: iShares MSCI India ETF",2018-03-29,5201.2,NA,"BlackRock Fund Advisors",NA,2018-03-29,33.66,2012-02-02,98.75,0,0,0,0,0,1.21,0,0,0,0,0.03,0,"Y","N","Y","D","N",NA,"EFRI","INR","INDIA REGION FUNDS","INR","India Region Funds",NA,NA,"EQ",NA
"784",16513,NA,NA,"46428Q10","SLV","iShares Silver Trust",2018-03-29,5191.4,NA,"BlackRock Fund Advisors","F",2018-03-29,15.34,2006-04-28,0,0,0,0,0,0,100,0,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMP","Commodities Precious Metals Funds",NA,NA,"EQ",NA
"257",31444,501125,80975,"92290853","VOT","Vanguard Index Funds: Vanguard Mid-Cap Growth Index Fund; ETF Shares",2018-03-29,5173.2,178,"Vanguard Group Inc","F",2018-03-29,129.53,2006-08-17,99.51,0,0,0.31,0,0.15,-0.01,0.04,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCGE","Mid-Cap Growth Funds",NA,NA,"EQ","UNITED STATES"
